OBJECTID,PLACE_NAME_ID,GEO_NAME_ID,NAME_EN,NAME_STATUS,COORDINATES,DISTRICT
80,890000,89,Caroline Hill,Official,"22.275763726,114.188537298",Wan Chai District
81,910000,91,Castle Peak,Official,"22.38834762,113.953420823",Tuen Mun District
82,940000,94,Cat Hill,Official,"22.517022251,114.1591651",North District
83,950000,95,Causeway Bay,Official,"22.28230206,114.186209025",Wan Chai District
84,960000,96,Central District,Official,"22.281885982,114.159359752",Central and Western District
85,980000,98,Centre Island,Official,"22.439373328,114.222162427",Tai Po District
86,980014,98,A Chau,Alias,"22.439373328,114.222162427",Tai Po District
87,990000,99,Cha Kwo Chau,Official,"22.214842171,113.946073385",Islands District
88,1000000,100,Cha Liu Au,Official,"22.334708728,114.22528331",Sai Kung District
89,1010000,101,Cha Yue Pai,Official,"22.380276734,114.29551337",Sai Kung District
90,1020000,102,Chai Kek,Official,"22.440889694,114.128914413",Tai Po District
91,1030000,103,Chai Wan,Official,"22.264960533,114.239240143",Eastern District
92,1040000,104,Chai Wan Au,Official,"22.271400955,114.235012643",Eastern District
93,1060000,106,Chai Wan Kok,Official,"22.375147494,114.104128347",Tsuen Wan District
94,1080000,108,Cham Keng Chau,Official,"22.548185655,114.424704362",Tai Po District
95,1090000,109,Cham Pai,Official,"22.490056536,114.365409733",Tai Po District
96,1100000,110,Cham Shan,Official,"22.519817035,114.134369266",North District
97,1110000,111,Cham Shuen Wan,Official,"22.429568356,114.396032507",Sai Kung District
98,1120000,112,Cham Tau Chau,Official,"22.379333413,114.288657235",Sai Kung District
99,1130000,113,Cham Tin Shan,Official,"22.350737718,114.226162582",Sai Kung District
100,1140000,114,Chan Uk,Official,"22.545785197,114.429483131",Tai Po District
101,1150000,115,Chan Uk Po,Official,"22.479532331,114.107873345",North District
102,1160000,116,Chan Uk Village,Official,"22.312559334,114.278219112",Sai Kung District
103,1170000,117,Chap Mo Chau,Official,"22.514334271,114.294597222",North District
104,1180000,118,Chap Mun Tau,Official,"22.269200599,113.929752164",Islands District
105,1190000,119,Chap Wai Kon,Official,"22.378231644,114.205635527",Sha Tin District
106,1200000,120,Chap Wai Kon New Village,Official,"22.378962804,114.207344654",Sha Tin District
107,1220000,122,Chat Wan,Official,"22.413672578,114.397658677",Sai Kung District
108,1230000,123,Chau Mei,Official,"22.550698874,114.428714316",Tai Po District
109,1240000,124,Chau Mei Kok,Official,"22.552828043,114.429972339",Tai Po District
110,1250000,125,Chau Pui,Official,"22.5390434,114.432776065",Tai Po District
111,1260000,126,Chau Tau,Official,"22.507108098,114.083824563",Yuen Long District
112,1270000,127,Chau Tau,Official,"22.507108098,114.083824563",Yuen Long District
113,1280000,128,Chau Tsai,Official,"22.353406249,114.350672579",Sai Kung District
114,1290000,129,Che Ha,Official,"22.430227115,114.262607105",Tai Po District
115,1300000,130,Che Keng Tuk,Official,"22.371129661,114.266085708",Sai Kung District
116,1310000,131,Che Keuk Ha,Official,"22.541088286,114.430223126",Tai Po District
117,1320000,132,Che Kung Miu,Official,"22.373429853,114.182845849",Sha Tin District
118,1330000,133,Che Lei Pai,Official,"22.463893277,114.290726456",Tai Po District
119,1340000,134,Che Pau Teng,Official,"22.207433386,114.215657627",Southern District
120,1350000,135,Che Wan,Official,"22.479727151,114.364239411",Tai Po District
121,1370000,137,Chek Chue,Official,"22.218776994,114.211044011",Southern District
122,1380000,138,Chek Keng,Official,"22.42118222,114.348668528",Tai Po District
123,1390000,139,Chek Kok Ngam,Official,"22.32989753,114.360864548",Sai Kung District
124,1400000,140,Chek Kok Tau,Official,"22.555108624,114.291326196",North District
125,1410000,141,Chek Lap Kok,Official,"22.306651328,113.930385098",Islands District
126,1420000,142,Chek Lap Kok New Village,Official,"22.276804566,113.942071278",Islands District
127,1430000,143,Chek Ma Tau,Official,"22.493300249,114.253442936",North District
128,1440000,144,Chek Nai Ping,Official,"22.419528908,114.200981838",Sha Tin District
129,1460000,146,Cheung Chau,Official,"22.209123291,114.029478658",Islands District
130,1470000,147,Cheung Chau Wan,Official,"22.208398087,114.026472944",Islands District
131,1490000,149,Cheung Chun San Tsuen,Official,"22.449131631,114.054844693",Yuen Long District
132,1530000,153,Cheung Kang,Official,"22.428911215,114.236972212",Sha Tin District
133,1550000,155,Cheung Lek,Official,"22.484378413,114.100660616",North District
134,1560000,156,Cheung Lek Mei,Official,"22.413199731,114.190879773",Sha Tin District
135,1570000,157,Cheung Lin Shan,Official,"22.237859,114.210330817",Southern District
136,1580000,158,Cheung Muk Tau,Official,"22.428599046,114.249463689",Tai Po District
137,1590000,159,Cheung Muk Tau,Official,"22.428599046,114.249463689",Tai Po District
138,1600000,160,Cheung Ngam,Official,"22.531633846,114.320060717",North District
139,1610000,161,Cheung Ngam Teng,Official,"22.374369608,114.385857562",Sai Kung District
140,1620000,162,Cheung Ngam Wan,Official,"22.376028328,114.388083594",Sai Kung District
141,1640000,164,Cheung Pai Tau,Official,"22.510755552,114.285584437",North District
142,1650000,165,Cheung Pai Tau,Official,"22.510755552,114.285584437",North District
143,1660000,166,Cheung Pai Tun,Official,"22.469697983,114.264827289",Tai Po District
144,1670000,167,Cheung Po,Official,"22.417212183,114.07229724",Yuen Long District
145,1680000,168,Cheung Po Tsai Cave,Official,"22.200406475,114.017559532",Islands District
146,1690000,169,Cheung Sha,Official,"22.234875551,113.95501318",Islands District
147,1700000,170,Cheung Sha Ha Tsuen,Official,"22.234623566,113.955653781",Islands District
148,1710000,171,Cheung Sha Lan,Official,"22.288239069,114.01804244",Islands District
149,1720000,172,Cheung Sha Sheung Tsuen,Official,"22.235866056,113.959580394",Islands District
150,1730000,173,Cheung Sha Wan,Official,"22.233183698,114.004621537",Islands District
151,1740000,174,Cheung Sha Wan,Official,"22.233183698,114.004621537",Islands District
152,1750000,175,Cheung Sha Wan,Official,"22.233183698,114.004621537",Islands District
153,1760000,176,Cheung Shan,Official,"22.260096345,113.880318095",Islands District
154,1770000,177,Cheung Shan,Official,"22.260096345,113.880318095",Islands District
155,1780000,178,Cheung Shan,Official,"22.260096345,113.880318095",Islands District
156,1800000,180,Cheung Shek Tsui,Official,"22.554402221,114.294154807",North District
157,1810000,181,Cheung Shek Tsui,Official,"22.554402221,114.294154807",North District
158,1820000,182,Cheung Sheung,Official,"22.429186204,114.306783791",Tai Po District
159,1830000,183,Cheung Shue Tan,Official,"22.426617884,114.200643094",Tai Po District
160,1840000,184,Cheung Shue Tau,Official,"22.360368961,114.094563145",Kwai Tsing District
161,1850000,185,Cheung Sok,Official,"22.334914555,114.023716789",Tsuen Wan District
162,1860000,186,Cheung Sok Tsui,Official,"22.336087236,114.022356515",Tsuen Wan District
163,1870000,187,Cheung Ting,Official,"22.244491314,113.880215138",Islands District
164,1890000,189,Cheung Tsui,Official,"22.352169219,114.064491874",Tsuen Wan District
165,1900000,190,Cheung Tsui,Official,"22.352169219,114.064491874",Tsuen Wan District
166,1910000,191,Cheung Tsui Chau,Official,"22.413028681,114.406107454",Sai Kung District
167,1920000,192,Cheung Uk Tsuen,Official,"22.432317258,114.099183422",Yuen Long District
168,1930000,193,Cheung Uk Wai,Official,"22.417794245,114.373771836",Sai Kung District
169,1950000,195,Cheung Wan,Official,"22.336180809,114.327839529",Sai Kung District
170,1960000,196,Cheung Wo,Official,"22.499637765,114.300066002",North District
171,2010000,201,Chi Ma Hang,Official,"22.206457153,114.037366046",Islands District
172,2020000,202,Chi Ma Lung,Official,"22.549173946,114.247241966",North District
173,2030000,203,Chi Ma Wan,Official,"22.241418221,113.995007927",Islands District
174,2040000,204,Chi Ma Wan Peninsula,Official,"22.228594493,113.994830474",Islands District
175,2050000,205,Chik Mun Tau,Official,"22.525291414,114.31326943",North District
176,2060000,206,Ching Chau,Official,"22.38956402,114.313427989",Sai Kung District
177,2100000,210,Chiu Keng Wan,Official,"22.295596064,114.252005215",Sai Kung District
178,2110000,211,Chiu Keng Wan Shan,Official,"22.299933433,114.245990672",Sai Kung District
179,2130000,213,Cho Ma Wu,Official,"22.460330001,114.166497976",Tai Po District
180,2190000,219,Chong Tsin Leng,Official,"22.490863647,114.127449258",North District
181,2200000,220,Chow Tin Tsuen,Official,"22.536110211,114.144756081",North District
182,2210000,221,Chu Mun Tin,Official,"22.520887244,114.255139689",North District
183,2220000,222,Chu Wong Ling,Official,"22.456585143,114.026750742",Yuen Long District
184,2230000,223,Chuen Lo Kok Tsui,Official,"22.470460864,114.331191084",Tai Po District
185,2240000,224,Chuen Lung,Official,"22.394745934,114.108301905",Tsuen Wan District
186,2250000,225,Chuen Lung Cha Tau Wo,Official,"22.400421754,114.109624889",Tsuen Wan District
187,2260000,226,Chuen Lung Chun Ha,Official,"22.398006532,114.110661957",Tsuen Wan District
188,2270000,227,Chuen Lung Tit Lo Shing,Official,"22.399792314,114.111798129",Tsuen Wan District
189,2280000,228,Chuen Pei Lung,Official,"22.459378161,114.141023518",Tai Po District
190,2290000,229,Chuen Shui Tseng,Official,"22.446247093,114.137578147",Tai Po District
191,2300000,230,Chui Tung Au,Official,"22.390866033,114.365673866",Sai Kung District
192,2310000,231,Chuk Hang,Official,"22.448526167,114.097629728",Yuen Long District
193,2320000,232,Chuk Hang,Official,"22.448526167,114.097629728",Yuen Long District
194,2330000,233,Chuk Kok,Official,"22.347111808,114.259702039",Sai Kung District
195,2340000,234,Chuk San Tsuen,Official,"22.438076121,114.040729936",Yuen Long District
196,2350000,235,Chuk U Pai,Official,"22.50529739,114.303190775",North District
197,2370000,237,Chuk Yuen,Official,"22.354951699,114.235979285",Sai Kung District
198,2400000,240,Chuk Yuen Tsuen,Official,"22.47680158,114.055831026",Yuen Long District
199,2410000,241,Chun Fa Lok,Official,"22.338622221,114.105929072",Kwai Tsing District
200,2420000,242,Chun Hing San Tsuen,Official,"22.445965914,114.017892626",Yuen Long District
201,2460000,246,Chung Hau,Official,"22.268620704,113.997000607",Islands District
202,2470000,247,Chung Hau,Official,"22.268620704,113.997000607",Islands District
203,2480000,248,Chung Hau Yu Man San Tsuen,Official,"22.454615165,114.035253778",Yuen Long District
204,2490000,249,Chung Hom Kok,Official,"22.215527668,114.201489898",Southern District
205,2500000,250,Chung Hom Kok,Official,"22.215527668,114.201489898",Southern District
206,2530000,253,Chung Hom Shan,Official,"22.214110061,114.200034844",Southern District
207,2540000,254,Chung Hom Wan,Official,"22.218580405,114.199007483",Southern District
208,2550000,255,Chung Kan O,Official,"22.548931478,114.291894694",North District
209,2560000,256,Chung Kwai Chung Tsuen,Official,"22.373333124,114.130840664",Tsuen Wan District
210,2570000,257,Chung Mei,Official,"22.498515907,114.241783712",Tai Po District
211,2580000,258,Chung Mei Kok,Official,"22.473591188,114.360150165",Tai Po District
212,2590000,259,Chung Mei Lo Uk Village,Official,"22.351523949,114.104907556",Kwai Tsing District
213,2610000,261,Chung Pui,Official,"22.485657744,114.23893048",Tai Po District
214,2620000,262,Chung Sha Teng,Official,"22.447249621,114.334371274",Tai Po District
215,2630000,263,Chung Shan,Official,"22.423106988,113.97488951",Tuen Mun District
216,2650000,265,Chung Shun Lane,Official,"22.446603495,114.163390259",Tai Po District
217,2660000,266,Chung Sum Tsuen,Official,"22.510937296,114.124574941",North District
218,2670000,267,Chung Sum Tsuen,Official,"22.510937296,114.124574941",North District
219,2680000,268,Chung Uk Tsuen,Official,"22.428572635,113.991831663",Tuen Mun District
220,2690000,269,Chung Uk Tsuen,Official,"22.428572635,113.991831663",Tuen Mun District
221,2700000,270,Chung Wai,Official,"22.470753719,114.361837093",Tai Po District
222,2710000,271,Chung Wan,Official,"22.525501903,114.271666794",North District
223,2720000,272,Chung Wan,Official,"22.525501903,114.271666794",North District
224,2730000,273,Chung Wan Teng,Official,"22.549612062,114.31094061",North District
225,2740000,274,Chung Wan Tsui,Official,"22.529203014,114.273905047",North District
226,2750000,275,Chung Wong Toi,Official,"22.405718062,113.98536466",Tuen Mun District
227,2760000,276,Chung Yan Pei,Official,"22.453870918,114.095081284",Yuen Long District
228,2800000,280,Clear Water Bay,Official,"22.284372075,114.295568105",Sai Kung District
229,2820000,282,Clear Water Bay Peninsula,Official,"22.206114824,114.215977303",Southern District
230,2840000,284,Cloudy Hill,Official,"22.475844486,114.170519594",Tai Po District
231,2840015,284,Kau Lung Hang Shan,Alias,"22.475844486,114.170519594",Tai Po District
232,2850000,285,Conic Island,Official,"22.363832778,114.391414798",Sai Kung District
233,2850016,285,Fan Tsang Chau,Alias,"22.363832778,114.391414798",Sai Kung District
234,2860000,286,Crescent Bay,Official,"22.53242305,114.31599825",North District
235,2860017,286,Ngo Mei Wan,Alias,"22.53242305,114.31599825",North District
236,2870000,287,Crescent Island,Official,"22.527077092,114.315992895",North District
237,2870018,287,Ngo Mei Chau,Alias,"22.527077092,114.315992895",North District
238,2880000,288,Crocodile Hill,Official,"22.317759639,114.220647766",Kwun Tong District
239,2900000,290,Crooked Harbour,Official,"22.541120976,114.277315863",North District
240,2900019,290,Kat O Hoi,Alias,"22.541120976,114.277315863",North District
241,2910000,291,Crooked Island,Official,"22.542029884,114.295233151",North District
242,2910020,291,Kat O,Alias,"22.542029884,114.295233151",North District
243,2930000,293,Crown Point,Official,"22.543989585,114.22537547",North District
244,2940000,294,Crow's Nest,Official,"22.541386592,114.19006638",North District
245,2950000,295,Da Chuen Ping Village,Official,"22.373830498,114.133355332",Tsuen Wan District
246,2960000,296,D'Aguilar Peak,Official,"22.216850139,114.248859537",Southern District
247,2960021,296,Hok Tsui Shan,Alias,"22.216850139,114.248859537",Southern District
248,2970000,297,D'Aguilar Peninsula,Official,"22.228682384,114.244112724",Southern District
249,2990000,299,Deep Water Bay,Official,"22.241700355,114.183490149",Southern District
250,3010000,301,Denon Terrace,Official,"22.334407365,114.235436732",Sai Kung District
251,3020000,302,Devil's Peak,Official,"22.293748359,114.243852706",Sai Kung District
252,3020023,302,Pau Toi Shan,Alias,"22.293748359,114.243852706",Sai Kung District
253,3030000,303,Diamond Hill,Official,"22.342127781,114.204074898",Wong Tai Sin District
254,3040000,304,Diamond Hill Stream,Official,"22.347897326,114.209415387",Wong Tai Sin District
255,3070000,307,Discovery Bay,Official,"22.303941639,114.025788596",Islands District
256,3070024,307,Tai Pak Wan,Alias,"22.303941639,114.025788596",Islands District
257,3090000,309,Double Haven,Official,"22.524399337,114.299660261",North District
258,3090025,309,Yan Chau Tong,Alias,"22.524399337,114.299660261",North District
259,3100000,310,Double Island,Official,"22.513013389,114.309369614",North District
260,3100026,310,Wong Wan Chau,Alias,"22.513013389,114.309369614",North District
261,3110000,311,Dragon's Back,Official,"22.239167818,114.242129141",Southern District
262,3120000,312,Eagle's Nest,Official,"22.347294283,114.156526613",Sha Tin District
263,3120027,312,Tsim Shan,Alias,"22.347294283,114.156526613",Sha Tin District
264,3140000,314,East Lamma Channel,Official,"22.231402239,114.144205072",Islands District
265,3150000,315,East Ninepin Island,Official,"22.265878976,114.369289582",Sai Kung District
266,3150028,315,Tung Kwo Chau,Alias,"22.265878976,114.369289582",Sai Kung District
267,3180000,318,Fa Peng,Official,"22.205371978,114.038615107",Islands District
268,3190000,319,Fa Peng,Official,"22.205371978,114.038615107",Islands District
269,3200000,320,Fa Peng Teng,Official,"22.334202181,114.045480596",Tsuen Wan District
270,3210000,321,Fa Sam Hang,Official,"22.381831089,114.22197869",Sha Tin District
271,3220000,322,Fa Shan,Official,"22.358260714,114.37009585",Sai Kung District
272,3240000,324,Fan Kei Tok,Official,"22.51362847,114.251685189",North District
273,3250000,325,Fan Kwai Tong,Official,"22.245274895,113.859968017",Islands District
274,3260000,326,Fan Lau,Official,"22.202793092,113.849890432",Islands District
275,3270000,327,Fan Lau Kok,Official,"22.19593868,113.845338852",Islands District
276,3280000,328,Fan Lau Miu Wan,Official,"22.199012228,113.846883247",Islands District
277,3290000,329,Fan Lau Sai Wan,Official,"22.202988622,113.848328629",Islands District
278,3300000,330,Fan Lau Teng,Official,"22.2078051,113.854427263",Islands District
279,3320000,332,Fan Lau Tung Wan,Official,"22.200562001,113.854152874",Islands District
280,3330000,333,Fan Leng Lau,Official,"22.497161325,114.140586193",North District
281,3340000,334,Fan Shui Au,Official,"22.521721401,114.247889014",North District
282,3350000,335,Fan Shui Au,Official,"22.521721401,114.247889014",North District
283,3360000,336,Fan Tin Tsuen,Official,"22.499571009,114.074344366",Yuen Long District
284,3370000,337,Fanling,Official,"22.49693598,114.142481321",North District
285,3390000,339,Fanling Wai,Official,"22.497395077,114.136232316",North District
286,3400000,340,Fat Tong Chau,Official,"22.278022378,114.269636062",Sai Kung District
287,3410000,341,Fat Tong Kok,Official,"22.260799256,114.299428975",Sai Kung District
288,3420000,342,Fat Tong O,Official,"22.270750443,114.27353171",Sai Kung District
289,3430000,343,Fei Kei Teng,Official,"22.167703791,113.911624844",Islands District
290,3440000,344,Fei Shue Ngam,Official,"22.54910158,114.314444749",North District
291,3450000,345,Finger Hill,Official,"22.283756208,114.044120763",Islands District
292,3460000,346,Flat Island,Official,"22.478732729,114.3311711",Tai Po District
293,3460029,346,Ngan Chau,Alias,"22.478732729,114.3311711",Tai Po District
294,3480000,348,Fo Siu Pai,Official,"22.276095199,114.359212498",Sai Kung District
295,3490000,349,Fo Tan,Official,"22.397766424,114.192869059",Sha Tin District
296,3500000,350,Fo Tan Village,Official,"22.395038934,114.195442217",Sha Tin District
297,3510000,351,Fong Ma Po,Official,"22.45661495,114.141490571",Tai Po District
298,3520000,352,Fong Yuen,Official,"22.35006998,114.058577713",Tsuen Wan District
299,3530000,353,Fraser Village,Official,"22.435644351,114.02758925",Yuen Long District
300,3560000,356,Fu Shan,Official,"22.258315859,113.855786373",Islands District
301,3590000,359,Fu Tau Sha,Official,"22.475203901,114.284099143",Tai Po District
302,3600000,360,Fu Tei Ha Tsuen,Official,"22.413866027,113.987480528",Tuen Mun District
303,3610000,361,Fu Tei Hau,Official,"22.390345135,114.268710191",Sai Kung District
304,3620000,362,Fu Tei Pai,Official,"22.506457073,114.162898529",North District
305,3630000,363,Fu Tei Sheung Tsuen,Official,"22.407707599,113.985647459",Tuen Mun District
306,3650000,365,Fu Wong Chau,Official,"22.519667879,114.286534238",North District
307,3660000,366,Fu Yung Pei,Official,"22.367943103,114.218352632",Sha Tin District
308,3670000,367,Fu Yung Pit,Official,"22.390457854,114.260698785",Sai Kung District
309,3680000,368,Fu Yung Pit,Official,"22.390457854,114.260698785",Sai Kung District
310,3690000,369,Fu Yung Shan,Official,"22.379839795,114.117506497",Tsuen Wan District
311,3700000,370,Fui Sha Wai,Official,"22.438368084,114.005884825",Yuen Long District
312,3710000,371,Fui Yiu Ha,Official,"22.278670311,113.939603578",Islands District
313,3720000,372,Fui Yiu Ha,Official,"22.278670311,113.939603578",Islands District
314,3730000,373,Fui Yiu Ha New Village,Official,"22.376002388,114.197177756",Sha Tin District
315,3740000,374,Fuk Hang Tsuen,Official,"22.41731856,113.989972018",Tuen Mun District
316,3750000,375,Fuk Hing Lei,Official,"22.471986509,114.05996349",Yuen Long District
317,3770000,377,Fuk Tsuen Shan,Official,"22.488492586,114.11295127",North District
318,3790000,379,Fun Chau,Official,"22.532859054,114.275958693",North District
319,3800000,380,Fung Chi Tsuen,Official,"22.448442264,114.019949363",Yuen Long District
320,3810000,381,Fung Hang,Official,"22.528267833,114.225078361",North District
321,3820000,382,Fung Ka Wai,Official,"22.457356654,114.012254357",Yuen Long District
322,3830000,383,Fung Kat Heung,Official,"22.456440151,114.058743916",Yuen Long District
323,3840000,384,Fung Kong,Official,"22.510007464,114.102376601",North District
324,3850000,385,Fung Kong Shan,Official,"22.514946199,114.100498081",North District
325,3860000,386,Fung Kong Tsuen,Official,"22.458474269,113.985719763",Yuen Long District
326,3880000,388,Fung Shue Wo,Official,"22.358017926,114.100013089",Kwai Tsing District
327,3910000,391,Fung Wong Kai,Official,"22.485746548,114.303270198",Tai Po District
328,3920000,392,Fung Wong San Tsuen,Official,"22.344738578,114.197571232",Wong Tai Sin District
329,3930000,393,Fung Wong Wat,Official,"22.488270178,114.309346043",Tai Po District
330,3940000,394,Fung Wong Wat Teng,Official,"22.493300642,114.308690006",Tai Po District
331,3950000,395,Fung Wong Wu,Official,"22.537221418,114.147224989",North District
332,3960000,396,Fung Yuen,Official,"22.463823507,114.180865674",Tai Po District
333,3970000,397,Fung Yuen Lo Tsuen,Official,"22.465567908,114.181819906",Tai Po District
334,4010000,401,Golden Hill,Official,"22.364983665,114.147018816",Sha Tin District
335,4030000,403,Grass Island,Official,"22.476931652,114.360834743",Tai Po District
336,4030030,403,Tap Mun,Alias,"22.476931652,114.360834743",Tai Po District
337,4040000,404,Grassy Hill,Official,"22.411646724,114.165870279",Tsuen Wan District
338,4050000,405,Green Island,Official,"22.284944769,114.112947117",Central and Western District
339,4080000,408,Ha Che,Official,"22.449300821,114.093723867",Yuen Long District
340,4090000,409,Ha Fa Shan,Official,"22.380152386,114.094859166",Tsuen Wan District
341,4100000,410,Ha Hang,Official,"22.463228874,114.185414726",Tai Po District
342,4110000,411,Ha Heung Yuen,Official,"22.551879739,114.16235925",North District
343,4120000,412,Ha Keng,Official,"22.221322558,114.009563202",Islands District
344,4130000,413,Ha Keng Hau,Official,"22.365022532,114.1763695",Sha Tin District
345,4140000,414,Ha Ko Po Tsuen,Official,"22.442510575,114.052557863",Yuen Long District
346,4150000,415,Ha Ko Tan,Official,"22.351374553,114.106795232",Kwai Tsing District
347,4160000,416,Ha Kok,Official,"22.183784314,113.915279368",Islands District
348,4170000,417,Ha Kok Tau,Official,"22.278745503,114.296242574",Sai Kung District
349,4180000,418,Ha Kok Tsui,Official,"22.333195131,114.019932976",Tsuen Wan District
350,4190000,419,Ha Kung Tei,Official,"22.489822691,114.119986351",North District
